,Unnamed: 0,business_id,name,address,City,State,postal_code,latitude,longitude,stars,review_count,Business Status,categories,compliment_count,Business.Status,Special Category, Number of Cinemas nearby, Number of Beach nearby,Number of Museum nearby ,Number of ShoppingMall nearby
309,310,_6A-vMw12vryDpFRy5vhuQ,Redlands Grill by J. Alexander's,913 Dale Mabry Hwy,Tampa,FL,33609,27.9519547257,-82.5040393541,4.0,390,Open,"Restaurants, Steakhouses, Seafood, American (New)",0,Open,Seafood,1,0,0,0
310,311,9-aL4zNKdTqsftecE5juEQ,D&E Donuts,1453 S Belcher Rd,Clearwater,FL,33764,27.943626,-82.7453974,4.5,36,Open,"Food, Donuts, Seafood, Breakfast & Brunch, Restaurants",0,Open,Seafood,0,0,0,0
311,312,_WXisiele6N-scYh2m8Gmw,Carrabba's Italian Grill,11435 N Dale Mabry Hwy,Tampa,FL,33618,28.052576,-82.503485,3.5,91,Open,"Nightlife, Bars, Seafood, Italian, Restaurants",0,Open,Seafood,0,0,0,3
312,313,yzlnxBGlHphac8QtzbIE6g,Cooters Restaurant & Bar,423 Poinsettia Ave,Clearwater Beach,FL,33767,27.979194,-82.826166,3.5,647,Open,"American (Traditional), American (New), Sports Bars, Restaurants, Burgers, Chicken Wings, Sandwiches, Seafood, Local Flavor, Bars, Nightlife",0,Open,Seafood,0,0,1,0
313,314,to-u3PDcy7Ghs2hNVpjcvA,BoardWalk Vibes,,Tampa,FL,33607,27.9589738,-82.509217,4.5,7,Close,"Food, Seafood, Restaurants, Food Trucks",0,Close,Seafood,1,0,0,0
314,315,5e93fSjm9AntMiwtN7dQ_g,The River's Edge Bar and Grill,6226 Ohio Ave,Gibsonton,FL,33534,27.8567845,-82.3809326,4.0,88,Open,"Lounges, Restaurants, Seafood, American (Traditional), Bars, Nightlife",0,Open,Seafood,1,1,0,0
315,316,kQDsmkRsLIiEEY2douOZWg,Fresco's Waterfront Bistro,300 2nd Ave NE,Saint Petersburg,FL,33701,27.7732269651,-82.6314324449,3.5,653,Open,"Nightlife, Restaurants, Seafood, Bistros, American (Traditional), Bars",0,Open,Seafood,2,0,0,0
316,317,1ZDFYvYjBqmz4z8u_CKDNg,Harold Seltzers Steakhouse,2930 Gulf To Bay Blvd,Clearwater,FL,33759,27.9610325,-82.7160438,3.5,61,Open,"Desserts, Seafood, Food, Steakhouses, Restaurants",0,Open,Seafood,0,0,0,0
317,318,q8TxxjZ6ZkaHtjetuaZXwA,Pal Joey's,1791 S Highland Ave,Clearwater,FL,33756,27.9316386,-82.7744672,3.5,43,Open,"Pizza, Seafood, Salad, Restaurants, Italian",0,Open,Seafood,1,0,0,0
318,319,tEHgpkQT50Z-M0XafS8YoQ,Water Oak Grill,"201 Main St, Ste 100",Safety Harbor,FL,34695,27.9910616169,-82.6892545313,4.0,117,Open,"Steakhouses, Restaurants, Seafood, American (New)",0,Open,Seafood,0,0,0,0
319,320,AlH5V97JSAu7AL_xdibMIg,Bahama Breeze,3045 N Rocky Pt Dr E,Tampa,FL,33607,27.9697761464,-82.5627375239,3.5,1099,Open,"Restaurants, Latin American, Laotian, Caribbean, Nightlife, American (Traditional), Seafood, Bars",0,Open,Seafood,1,3,0,0
320,321,WJ7Su84c72jtPmUCS_hhcA,Beach Fire Beach Bar & Grille,608 Mandalay Ave,Clearwater Beach,FL,33767,27.9859833,-82.8268034,3.0,118,Open,"Barbeque, Restaurants, American (Traditional), Seafood",0,Open,Seafood,0,0,1,0
321,322,s2FmB9YjpULaowp1rKDtvw,Hogan's Beach,7700 W Courtney Campbell Cswy,Tampa,FL,33607,27.9671334,-82.5704004,2.5,284,Close,"Restaurants, American (New), Beaches, Seafood, Active Life",0,Close,Seafood,1,3,0,0
322,323,nlVLzktT0RfgSw-ZL4qPRA,Walt'z Fish Shak,224 Boardwalk Pl,Madeira Beach,FL,33708,27.785864091,-82.7812635899,4.0,340,Open,"Restaurants, Seafood, Sandwiches, Cajun/Creole",0,Open,Seafood,0,0,0,0
323,324,F5oGOci3RjGWHPOXp_l5qw,Pelican Point Seafood,933 Dodecanese Blvd,Tarpon Springs,FL,34689,28.1549435,-82.7643995,4.5,23,Open,"Food, Seafood, Specialty Food, Restaurants, Seafood Markets",0,Open,Seafood,1,1,0,0
324,325,vKTTtmv9-xoM9IecE68DpA,Grillsmith - Carrollwood,14303 N Dale Mabry Hwy,Tampa,FL,33618,28.0771773916,-82.5061121117,4.0,350,Open,"Restaurants, American (New), Seafood, Bars, Steakhouses, American (Traditional), Food, Nightlife, Breakfast & Brunch",0,Open,Seafood,0,0,0,2
325,326,B2Rk_FNhgFF-XOwesQw7FA,Pinchers,"28330 Paseo Dr, Ste 185",Wesley Chapel,FL,33543,28.188191,-82.347353,3.5,265,Open,"Mexican, Restaurants, American (Traditional), Seafood, Tacos",0,Open,Seafood,1,0,0,0
326,327,FAqFtRj94IHvqe9XAPpRew,Aqua,7627 W Courtney Campbell Cswy,Tampa,FL,33607,27.968135,-82.565418,3.5,210,Open,"Lounges, Steakhouses, Seafood, Bars, Live/Raw Food, American (New), Nightlife, Restaurants, Sushi Bars",0,Open,Seafood,1,3,0,0
327,328,u1uWs6f1NN_jMVIN-r-E-w,Carrabba's Italian Grill,3530 Tyrone Blvd,Saint Petersburg,FL,33710,27.803938,-82.746303,3.5,122,Open,"Restaurants, Seafood, Italian",0,Open,Seafood,1,0,1,0
328,329,q0DsrrM2Cn63PsgUUlMnEw,Coastal Cantina & Grill,519 2nd St S,Safety Harbor,FL,34695,27.9901622,-82.6927027,4.0,54,Open,"Restaurants, Caribbean, American (Traditional), Burgers, Latin American, Seafood",0,Open,Seafood,0,0,0,0
329,330,KU7XnbHB-EBOCbyXH0VVuQ,Dockside Dave's,14701 Gulf Blvd,Madeira Beach,FL,33708,27.7986854,-82.7979667,4.0,644,Open,"Restaurants, Seafood",0,Open,Seafood,0,0,0,0
330,331,1neYhI1xjbf6KZX6-HS1fw,Niko's Greek Grill,105 E Shell Point Rd,Ruskin,FL,33570,27.7203934,-82.4322167,4.0,26,Close,"Greek, Restaurants, Mediterranean, Seafood",0,Close,Seafood,0,1,0,0
331,332,-Mo06YDZmfDbPHfZ8auGPA,Señor Tequila Mexican Grill-  Wesley Chapel,1640 Bruce B Downs Blvd,Wesley Chapel,FL,33543,28.18198,-82.3529,3.0,42,Open,"Restaurants, Seafood, Nightlife, Mexican, Bars",0,Open,Seafood,1,0,0,0
332,333,DpGIRY7BgaJM12sMPzJErw,Yummi Crab,2950 Gulf To Bay Blvd,Clearwater,FL,33759,27.9612315,-82.7146919,4.0,28,Close,"Food, Cocktail Bars, Cajun/Creole, Nightlife, Bars, Live/Raw Food, Restaurants, Seafood, Desserts",0,Close,Seafood,0,0,0,0
333,334,hVi4_rFTj0fsbfxa4X4OAA,Costa's Restaurant,521 Athens St,Tarpon Springs,FL,34689,28.1545547,-82.7604815,3.5,189,Open,"Restaurants, Mediterranean, Greek, Seafood",0,Open,Seafood,1,1,0,0
334,335,IMRmWvquQBKsnE280Ra4wA,Long John Silver's,13917 W Hillsborough Ave,Tampa,FL,33635,28.0336731,-82.646985,3.0,13,Open,"Seafood, Fast Food, Restaurants",0,Open,Seafood,0,0,1,0
335,336,chZ3916Kd4BzSIF5f1pXBw,Morgan Mae’s Oyster House,606 N Pinellas Ave,Tarpon Springs,FL,34689,28.152279,-82.756595,4.0,70,Open,"American (Traditional), Salad, Seafood, Restaurants",0,Open,Seafood,1,1,1,0
336,337,YlOsfQ6V1F_irTBdVi8ybg,Maryland Fried Chicken,315 N Alexander St,Plant City,FL,33563,28.0166956,-82.1387445,4.0,101,Open,"Restaurants, Seafood, Chicken Wings, Chicken Shop",0,Open,Seafood,0,0,0,0
337,338,89HhrS0QIIZfLM9Qn3c0mA,Red Lobster,6151 34th St N,Saint Petersburg,FL,33714,27.82785,-82.67927,2.5,73,Open,"Restaurants, American (Traditional), Seafood",0,Open,Seafood,2,0,5,0
338,339,BxFWkJsm5A0lz7C_BFDm4Q,Council Oak Steaks & Seafood,5223 Orient Rd,Tampa,FL,33610,27.9916829,-82.3723871,4.0,322,Open,"Restaurants, Burgers, Steakhouses, Seafood",0,Open,Seafood,0,0,0,0
339,340,VTJaTUZ91_OEASP9RFMK0A,Harold Seltzer's Steakhouse,"9409 US Hwy 19, Ste 493",Port Richey,FL,34668,28.294644,-82.711403,3.5,176,Open,"Steakhouses, Seafood, American (Traditional), Restaurants",0,Open,Seafood,0,0,1,0
340,341,mVjKb4-y9VPWp38CBim4sg,Aki Sushi,3970 Tampa Rd,Oldsmar,FL,34677,28.0364465,-82.6594418,4.0,156,Open,"Asian Fusion, Restaurants, Food, Sushi Bars, Seafood",0,Open,Seafood,0,0,1,0
341,342,x-u3I8BseQF5hyOpd_tTSw,Skipper's Smokehouse,910 Skipper Rd,Tampa,FL,33613,28.0809733,-82.4505856,3.5,324,Open,"Nightlife, Food, Smokehouse, Bars, Seafood, American (Traditional), Restaurants, Music Venues, Arts & Entertainment",0,Open,Seafood,1,0,0,1
342,343,xNlsbL213aWRrPRqwD2uWA,Ugies Smokin' Good Seafood,34726 US Hwy 19 N,Palm Harbor,FL,34683,28.089266,-82.740484,4.0,17,Close,"Seafood, Restaurants",0,Close,Seafood,2,0,1,1
343,344,hs7ADvEl57RKs1fnG9WmNQ,Countryside Cafe,"28050 US Highway 19 N, Ste 104",Clearwater,FL,33761,28.0271578,-82.7388444,4.0,15,Close,"Restaurants, Seafood, Event Planning & Services, Cafes, Caterers",0,Close,Seafood,1,0,0,1
344,345,m79_C1oZzyGhopd5eft8kg,Anchor and Brine,505 Water St,Tampa,FL,33602,27.941133,-82.45425,3.5,88,Open,"Cocktail Bars, Restaurants, Nightlife, American (New), Bars, Seafood",0,Open,Seafood,0,2,0,0
345,346,tJRqP1scsqrDatoAoD_DTQ,Candor Grille,"10150 Highland Manor Dr, Ste 110",Tampa,FL,33610,27.9840264,-82.3326492,5.0,27,Open,"Delis, Cafes, Breakfast & Brunch, Seafood, Restaurants, American (New), American (Traditional)",0,Open,Seafood,1,0,0,1
346,347,8FRpZwJgsNhvn3r26cTXXQ,Tequila's Mexican Grill & Cantina,422 Cleveland St,Clearwater,FL,33755,27.9657903,-82.8003274,3.5,228,Open,"Mexican, Restaurants, Nightlife, Tex-Mex, Seafood, Bars",0,Open,Seafood,0,0,0,0
347,348,3IkKR7kZE-yCkOyPshobiQ,The Mullet Shack,,Apollo Beach,FL,33572,27.792411,-82.383997,5.0,11,Close,"Food Trucks, Street Vendors, Food, Seafood, Restaurants, Fish & Chips",0,Close,Seafood,0,1,0,0
348,349,yYqyKlC3owqfya81hw_dWw,Madeleina Cottage Restaurant,357 Corey Ave,St. Pete Beach,FL,33706,27.7423977138,-82.7497858023,4.0,20,Close,"Burgers, Restaurants, Seafood, American (New), American (Traditional)",0,Close,Seafood,0,0,0,0
349,350,O9I8HKV45a9PbjujKSa_YA,The Cove,3192 Shoal Line Blvd,Hernando Beach,FL,34607,28.478063,-82.6500049,4.0,157,Close,"Seafood, Event Planning & Services, Caterers, Steakhouses, Restaurants",0,Close,Seafood,0,0,0,0
350,351,vaYy-IWyfh1ILji0l2TpzQ,Café Waterside,505 Water Street,Tampa,FL,33602,27.940718,-82.4545425,3.5,79,Open,"American (Traditional), Restaurants, Seafood",0,Open,Seafood,0,2,0,0
351,352,kK8Qx7LEwRcsTaz3d2HQ2Q,Shrimp Boat,716 W Lumsden Rd,Brandon,FL,33511,27.8939679705,-82.268605807,4.0,65,Close,"Seafood, Restaurants",0,Close,Seafood,0,0,0,0
352,353,QM-PT8u_miuQ9bjNNs8V-Q,Maritana,3400 Gulf Blvd,St. Pete Beach,FL,33706,27.7092613,-82.7375379,4.5,181,Open,"Lounges, Nightlife, Restaurants, Beauty & Spas, Seafood, Mediterranean, Day Spas, American (New), Hot Pot, Tapas/Small Plates, Bars",0,Open,Seafood,0,1,0,0
353,354,mtpbu6J2Jg7RkmTSEEXtFQ,Miller's Ale House,2108 E Fowler Ave,Tampa,FL,33612,28.0550788,-82.4375313652,4.0,173,Open,"Seafood, Sports Bars, Bars, Restaurants, Nightlife, American (Traditional), American (New)",0,Open,Seafood,1,0,1,0
354,355,NHUEUVm5VfkbBwGrXOtitw,Brian's Place,3430 Shoal Line Blvd,Hernando Beach,FL,34607,28.4814958,-82.6499267,4.0,229,Open,"Spanish, Steakhouses, Italian, Restaurants, Seafood",0,Open,Seafood,0,0,0,0
355,356,NmefSG6_8TVMC_0aJTfaRA,Gyros & Seafood Express,2010 Town Center Blvd,Brandon,FL,33511,27.926146,-82.3167902,3.5,23,Close,"Seafood, Restaurants",0,Close,Seafood,1,0,0,0
356,357,DbKj1ZbIGTLUjprdDk4-3A,QT Crawfish Restaurant,4418 Park Blvd,Pinellas Park,FL,33781,27.8391147405,-82.6945216209,3.5,171,Close,"Sandwiches, Cajun/Creole, Restaurants, Seafood",0,Close,Seafood,2,0,2,0
357,358,7Cecref3HqLLpVLhMB1oTQ,Thai Mama,"8130 W Waters Ave, Ste 100",Tampa,FL,33615,28.025343,-82.5713426,4.5,141,Open,"Restaurants, Food Trucks, Coffee & Tea, Vegan, Caterers, Event Planning & Services, Salad, Thai, Food, Seafood",0,Open,Seafood,0,0,0,1
358,359,7U7RauxQC439NNwLHodZ6A,Whiskey Joe's Bar & Grill - Port Richey,7835 Bayview St,Port Richey,FL,34668,28.2712783094,-82.7257485671,3.5,355,Open,"Tiki Bars, Armenian, Restaurants, Burgers, American (New), Arts & Entertainment, Seafood, Event Planning & Services, Cocktail Bars, Music Venues, Bars, Nightlife, Venues & Event Spaces",0,Open,Seafood,0,0,1,0
359,360,3Y2T7lPYmmCMiYzT4a4Xqg,China Dragon,9840 Little Rd,New Port Richey,FL,34654,28.29809,-82.670653,3.0,17,Open,"Chinese, Soup, Seafood, Restaurants",0,Open,Seafood,0,0,0,0
360,361,c7we_ipZEEQqeUoRbIoWAg,Anclote Brew,"735 Dodecanese Blvd, Unit 50",Tarpon Springs,FL,34689,28.1553001536,-82.760732621,4.5,65,Open,"Nightlife, Restaurants, Bars, Food, Seafood, Beer, Wine & Spirits, Sandwiches, Gastropubs, American (Traditional), Beer Bar",0,Open,Seafood,1,1,0,0
361,362,u30rQySpS3t9FHWaWaX4ng,Off the Hook Beach Bistro,14601 Gulf Blvd,Madeira Beach,FL,33708,27.7984114,-82.7976124,4.5,36,Close,"Seafood, American (New), Restaurants, Burgers",0,Close,Seafood,0,0,0,0
362,363,7h0GEzhYlE6djSel23xleA,Simply Good,5553 S 78th St,Tampa,FL,33619,27.8984698,-82.3699882,4.5,31,Close,"Restaurants, Coffee & Tea, Seafood, Food, Southern, Soul Food, Barbeque",0,Close,Seafood,2,0,1,0
363,364,nsPBfVQnmNRuYmiyJiP9Lg,China 1,4645 Sunray Dr,Holiday,FL,34690,28.1990781,-82.7384384,3.5,54,Open,"Restaurants, Seafood, Chinese, Soup",0,Open,Seafood,0,0,1,0
364,365,GMezqeTkp3_nOfcDiEKQeg,The Colonnade Restaurant,3401 Bayshore Bvld,Tampa,FL,33629,27.9123133,-82.4916655,3.0,147,Close,"Seafood, American (New), Restaurants",0,Close,Seafood,0,2,0,0
365,366,SdZ9ldwNbAOCf_DeUMN4Ng,Monserrate Restaurant Bar & Grill,2311 W Hillsborough Ave,Tampa,FL,33603,27.9962313,-82.4826369,4.0,69,Open,"Latin American, Nightlife, Restaurants, Cafes, American (Traditional), Colombian, Mexican, Puerto Rican, Seafood, Caribbean, Spanish",0,Open,Seafood,0,0,3,0
366,367,t2v96kU6zLgpjlHgPAgIRA,Blackwater Grille,9610 Gulf Blvd,Treasure Island,FL,33706,27.756297,-82.762415,3.0,13,Close,"Steakhouses, Seafood, Restaurants, American (Traditional)",0,Close,Seafood,0,0,0,0
367,368,Ld_ZpvrZZXocQaGDbF4sFQ,Mandalay Grill,395 Mandalay Ave,Clearwater,FL,33767,27.9784215,-82.8273124,3.0,46,Close,"Restaurants, Seafood",0,Close,Seafood,0,0,0,0
368,369,eGcP3k_boTpEvkdD-fHazg,Leverock's Great Seafood,840 Pasadena Ave S,Saint Petersburg,FL,33707,27.7616007,-82.7347563,4.0,219,Open,"Restaurants, Seafood, Sandwiches, Burgers",0,Open,Seafood,0,0,0,0
369,370,JFmCwapBOvxLebW2qqlwPA,Gator's Dockside - Spring Hill,4329 Commercial Way,Spring Hill,FL,34606,28.4934532364,-82.5977623862,3.5,119,Open,"Bars, Chicken Wings, Sports Bars, Nightlife, Restaurants, Seafood, Burgers, American (Traditional), Gluten-Free",0,Open,Seafood,0,0,0,0
370,371,8AtDydWc7oVdBZRnL-91zA,Galley Pizza & Pub,1757 Main St,Dunedin,FL,34698,28.0193858,-82.7579563,3.0,5,Close,"Sandwiches, Italian, Pizza, Food, Restaurants, Seafood",0,Close,Seafood,1,0,1,1
371,372,ebzd6lX3jh_XicNT0bCVuw,Blake's Crab Cakes,7224 Central Ave,Saint Petersburg,FL,33707,27.770544,-82.7387706,4.5,105,Close,"Fast Food, Restaurants, American (Traditional), Sandwiches, Salad, Seafood, Chicken Wings, Food, Specialty Food",0,Close,Seafood,0,0,0,0
372,373,YVvm1Q3ir5TET0f66FOX_g,La Terrazza Ristorante Italiano,1727 E 7th Ave,Tampa,FL,33605,27.960278,-82.4395096,4.5,210,Open,"Restaurants, Italian, Seafood",0,Open,Seafood,0,0,1,0
373,374,HaSCfbMg9CKMlrBV0sZjoA,Tasty Cajun,"1000 W Waters Ave, Unit 6",Tampa,FL,33604,28.0250005364,-82.4690791919,4.5,92,Open,"Restaurants, Seafood, Cajun/Creole",0,Open,Seafood,0,0,3,0
374,375,1Vl6Rg52SvXYqEcc-I0I2g,The Fish Bol,4699 Park Blvd N,Pinellas Park,FL,33781,27.8397953,-82.6978023,4.5,88,Close,"Sushi Bars, Restaurants, Japanese, Asian Fusion, Nightlife, Seafood, Bars, Noodles",0,Close,Seafood,2,0,2,0
375,376,OVbuOxR3zXExZCKLXewaVg,O Cocina,4110 Henderson Blvd,Tampa,FL,33629,27.9273597,-82.5125375,4.0,145,Close,"Wine Bars, Beer, Wine & Spirits, Cocktail Bars, Bars, Food, Seafood, Nightlife, Mexican, Restaurants",0,Close,Seafood,0,0,0,0
376,377,3yyTNQtkDYOP3vsCdoFm6A,Christo's Family Restaurant,3136 Little Rd,Trinity,FL,34655,28.204568,-82.663973,4.0,140,Open,"Seafood, Restaurants, Breakfast & Brunch, American (Traditional)",0,Open,Seafood,0,0,0,0
377,378,7Q03IjjqNVuMATwDB6SBgA,The Rez Grill - Seminole Hard Rock Tampa,5223 N Orient Rd,Tampa,FL,33610,27.992828,-82.372179,4.0,84,Open,"Restaurants, American (New), Cocktail Bars, Wine Bars, Seafood, Bars, Nightlife",0,Open,Seafood,0,0,0,0
378,379,_9uTLFRFigA55YzSiuJoSg,Widow Fletcher's,4927 US Hwy 19,New Port Richey,FL,34652,28.2308899966,-82.7313399687,3.0,97,Open,"Restaurants, Seafood, American (Traditional)",0,Open,Seafood,0,0,1,0
379,380,VnFIoBEiuUdS8mAMbULpGQ,Pinto Thai Restaurant,"4205 S Macdill Ave, Ste F-G",Tampa,FL,33611,27.9035472,-82.4941689,4.5,29,Open,"Salad, Thai, Restaurants, Seafood",0,Open,Seafood,0,2,0,0
380,381,O7030zhOvCEyaDn8cl0ZBA,717 South,717 S Howard Ave,Tampa,FL,33606,27.9360767179,-82.483183,4.0,332,Open,"American (New), Italian, Restaurants, Asian Fusion, Seafood",0,Open,Seafood,0,2,0,0
381,382,xrYL3EjqPjPTaN6lAEb2Pg,Sea Hut,5611 US Hwy 19,Palmetto,FL,34221,27.5644572387,-82.565448335,3.5,161,Open,"Restaurants, Seafood, American (Traditional), Soup",0,Open,Seafood,0,0,1,0
382,383,XXXpyqzP0B2i8J2eWr2Zig,Bahama Breeze,25830 Sierra Center Blvd,Lutz,FL,33559,28.1956881,-82.3900185,4.0,227,Open,"Restaurants, Caribbean, Cocktail Bars, Seafood, Latin American, Bars, Nightlife",0,Open,Seafood,1,0,0,0
383,384,C7XT6YkQwpZiqkOgQF-WIg,Eatin' Fresh,721 Lakeview Rd,Clearwater,FL,33756,27.94861,-82.79611,4.5,89,Close,"Seafood, Specialty Food, Seafood Markets, Restaurants, Cuban, Farmers Market, Beer Gardens, Sandwiches, Local Flavor, Food, Nightlife",0,Close,Seafood,1,0,0,0
384,385,U_U6C9AF7xmQijTTUFRzkQ,Crabby's Bar & Grill,333 S Gulfview Blvd,Clearwater Beach,FL,33767,27.9721033763,-82.8292703928,3.5,662,Open,"Beer, Wine & Spirits, Seafood, Breakfast & Brunch, American (Traditional), Food, Bars, Restaurants, Nightlife",0,Open,Seafood,0,0,1,0
385,386,LIIIyLmDcums4uLGcfkw8A,Hogan's Hangout,499 Mandalay Ave,Clearwater,FL,33767,27.9820391073,-82.8268092591,3.0,48,Open,"Sports Bars, Seafood, Restaurants, American (New), Nightlife, Bars",0,Open,Seafood,0,0,1,0
386,387,2vuda332ZYtVtKAyMvAcew,Breeze 19 Kitchen Bar,6818 US Hwy 19,New Port Richey,FL,34652,28.2566241,-82.7271907,2.5,29,Close,"American (Traditional), Bars, Seafood, Breakfast & Brunch, Sports Bars, Venues & Event Spaces, Italian, Event Planning & Services, Nightlife, American (New), Restaurants, Steakhouses",0,Close,Seafood,0,0,0,0
387,388,n-kphRn0ts4CBIMQCO7UpA,Carrabba's Italian Grill,16525 Pointe Village Dr,Lutz,FL,33558,28.1896477621,-82.5415559766,3.5,125,Open,"Restaurants, Italian, Seafood",0,Open,Seafood,0,0,0,2
388,389,BkVw-eo0TutX8SmLpDzfMA,Blowfish Bar & Grill,8305 Bay Pines Blvd,Saint Petersburg,FL,33709,27.810902,-82.755175,3.5,24,Close,"Bars, Nightlife, Music Venues, Seafood, American (Traditional), Restaurants, Arts & Entertainment, American (New)",0,Close,Seafood,1,0,1,0
389,390,7By14zAA2oIyMH1YRUm9uQ,Salem's Fresh Eats,880 34th St N,Saint Petersburg,FL,33713,27.7805877,-82.6798471,3.5,73,Open,"Fast Food, Middle Eastern, Ethnic Food, Mediterranean, Chicken Wings, Diners, Seafood, Salad, Greek, Restaurants, Sandwiches, Specialty Food, Food",0,Open,Seafood,2,0,0,0
390,391,o8Q3OizUJiLwNGjehdpkcg,Inn On The Gulf,6330 Clark St,Hudson,FL,34667,28.3622656,-82.7095273,4.0,228,Open,"Restaurants, Steakhouses, Seafood, Hotels, Event Planning & Services, Hotels & Travel",0,Open,Seafood,0,0,0,1
391,392,WTac09yyrmBDc5uvExV4yw,Parkshore Grill,"300 Beach Dr NE, Ste 104",Saint Petersburg,FL,33701,27.7751514279,-82.6324065513,4.0,519,Open,"Caterers, American (New), Food, Seafood, American (Traditional), Restaurants, Event Planning & Services, Steakhouses",1,Open,Seafood,2,0,1,0
392,393,kHnPYdt5yyZ1SOAesiWXwQ,Mr and Mrs Crab,23886 US Highway 19 N,Clearwater,FL,33765,27.9889625936,-82.7309461435,4.0,78,Open,"Restaurants, Seafood, Bars, Cocktail Bars, Cajun/Creole, Nightlife",0,Open,Seafood,0,0,0,0
393,394,b8oNNY0PG7FxXidWhWuA6A,Wahoo's Waterside Pub & Patio,17801 Gulf Blvd,Redingtn Shor,FL,33708,27.827982,-82.829729,4.0,271,Open,"Seafood, Restaurants, Nightlife, Burgers, Bars, Cajun/Creole",0,Open,Seafood,0,0,0,0
394,395,VshA7Renu1i-HC73p2csZQ,Paul's,530 Athens St,Tarpon Springs,FL,34689,28.1547586,-82.7603673,3.5,68,Close,"Bars, Nightlife, Seafood, Pubs, Restaurants",0,Close,Seafood,1,1,0,0
395,396,lJ2inU6x-_rS27VfpTWGuQ,Carrabba's Italian Grill,10110 US Hwy 19 N,Port Richey,FL,34668,28.3044046,-82.7020432,3.5,97,Open,"Seafood, Bars, Italian, Restaurants, Nightlife, Wine Bars",0,Open,Seafood,0,0,1,0
396,397,aIoUwpy5ZFQXUDxWMnMZ4Q,Pete & Shorty's,7402 49th St N,Pinellas Park,FL,33781,27.8395561,-82.7012814,3.5,146,Open,"Seafood, Diners, Beer, Wine & Spirits, Comfort Food, Food, American (Traditional), Chicken Wings, Restaurants, Burgers",0,Open,Seafood,2,0,2,0
397,398,uGBwBVsKi1HdO2WXhcl9Iw,Stones Throw at Armature Works,1910 North Ola Avenue,Tampa,FL,33602,27.960464,-82.4635455385,4.0,85,Open,"Bars, Nightlife, Food, Seafood, Restaurants, Specialty Food, Seafood Markets, Cocktail Bars",0,Open,Seafood,0,0,2,0
398,399,LdECsE8lJS7v5GTFTcjPSg,Crabby Bill's Seafood,5100 Gulf Blvd,St. Pete Beach,FL,33706,27.725209,-82.742302,4.0,1398,Open,"Seafood, Restaurants",0,Open,Seafood,0,1,0,0
399,400,_QkJXxFedFQSp8U6rDICtA,The Cheesecake Factory,"2223 N West Shore Blvd, Ste B201, International Plaza",Tampa,FL,33607,27.9646824142,-82.5206448411,3.5,705,Open,"Salad, Desserts, Food, Restaurants, American (Traditional), American (New), Seafood",0,Open,Seafood,1,1,0,0
400,401,c2aTeHsgmQWapEuWEwT3Mg,The Chowder House Restaurant,36626 State Rd 54 W,Zephyrhills,FL,33541,28.228404,-82.212018,3.5,91,Open,"Burgers, Seafood, American (Traditional), Restaurants",1,Open,Seafood,0,0,0,0
401,402,xkKoMIBV0DNJL3-Gcfyw1A,Bens Family Diner,704 E Brandon Blvd,Brandon,FL,33511,27.9380869726,-82.2748481924,2.5,47,Close,"Seafood, Breakfast & Brunch, Diners, Restaurants, American (Traditional), Sandwiches",0,Close,Seafood,0,0,0,0
402,403,4dhDf-71KCfBEpF1Ew3dEQ,House of Mama D's Barbecue And Seafood,530 34th St S,Saint Petersburg,FL,33711,27.7659312,-82.6791195,4.0,27,Open,"Barbeque, Seafood, Restaurants",0,Open,Seafood,0,0,0,0
403,404,RnURR_OfKGejCsEshpS0ww,Hula Bay Club,5210 W Tyson Ave,Tampa,FL,33611,27.8856209657,-82.5345915912,3.5,686,Open,"Restaurants, Bars, Seafood, Nightlife, Sushi Bars",0,Open,Seafood,0,0,0,0
404,405,-_arFpHzoPHvh5p-YKw5fQ,Krispy Krab 2,7107 N Nebraska Ave,Tampa,FL,33604,28.0127372751,-82.4510699138,4.0,67,Open,"Seafood, Restaurants",0,Open,Seafood,0,0,3,0
405,406,QdLriR2Y5kk_3SJmIMzmUw,Ollie's on the Beach,6438 Clark St,Hudson,FL,34667,28.3610831,-82.7076721,3.5,32,Open,"Arts & Entertainment, Seafood, Pubs, Restaurants, Nightlife, Music Venues, Bars",0,Open,Seafood,0,0,0,1
406,407,UfVoHBiKUGya5UhXFOqiLg,ABC Seafood Chinese Restaurant,"2705 54th Ave N, Ste 3",Saint Petersburg,FL,33714,27.821559,-82.670032,4.0,245,Open,"Cantonese, Chinese, Seafood, Restaurants",0,Open,Seafood,2,0,5,0
407,408,_Dk5BQnbC1m34kz1tMpNyg,K&D Crustaceans,2917 W Cypress St,Tampa,FL,33609,27.952067256,-82.4905966222,3.5,26,Close,"Restaurants, Food, Seafood, Seafood Markets, Specialty Food",0,Close,Seafood,1,0,0,0
408,409,uV7Zc9zIgDG4t2O_tol_fQ,Estela's Family Cantina,5706 Main St,New Port Richey,FL,34652,28.2500853,-82.7201641,3.5,95,Close,"Mexican, Restaurants, Seafood, Latin American",0,Close,Seafood,0,0,0,0
409,410,ykJ9zt1fJ1cOpxz5FkpVOQ,I C Sharks Waterfront Cafe & Tiki Bar,13040 Gandy Blvd N,St Petersburg,FL,33702,27.8708408,-82.6120499,4.0,186,Close,"Seafood, Specialty Food, Active Life, Seafood Markets, Tiki Bars, Boating, Fishing, Nightlife, Bars, Cafes, Restaurants, Food",0,Close,Seafood,0,0,2,0
