"","business_id","name","address","City","State","postal_code","latitude","longitude","stars","review_count","is_open","categories","compliment_count","Business.Status","Region Category"
"1064","X-IWPL5GY6ejEciBGMVK9A","Cellini","5427 Bayshore Blvd","Tampa","FL","33611",27.8850858,-82.4857513,3.5,8,0,"Italian, Restaurants",0,"Close","European"
"1065","vLwlU-_WAZfC-6VIdIK12w","Queen's Pizza","3436 Tampa Rd","Palm Harbor","FL","34684",28.0666468,-82.7205727,3,45,0,"Food, Restaurants, Italian, Food Delivery Services, Pizza",0,"Close","European"
"1066","u5ey9qM96IDa08ob1PI5OA","Bavaro's Pizza Napoletana and Pastaria","4100 George J Bean Pkwy","Tampa","FL","33607",27.9767207141,-82.5377494219,3,30,1,"Restaurants, Pizza, Italian",0,"Open","European"
"1067","ln2TenkFOODYi7AOX9we1Q","Frank's Pizza & Restaurant","1600 Virginia St","Tampa Bay","FL","34698",28.01231,-82.762153,3.5,116,1,"Restaurants, Sandwiches, Pizza, Italian",0,"Open","European"
"1068","BjBDHqHhMXSxgyVipccznQ","Rusty Pelican - Tampa","2425 Rocky Point Dr","Tampa","FL","33607",27.962265,-82.569991,4,745,1,"African, Venues & Event Spaces, Steakhouses, Restaurants, Seafood, American (New), Event Planning & Services",0,"Open","European"
"1069","ttevmSPHu3dHUHFXBpVX9A","Pizza Hut","19010 Bruce B Downs Blvd","Tampa","FL","33647",28.1443924,-82.3549453,1.5,30,1,"Restaurants, Pizza, Italian, Fast Food, Chicken Wings",0,"Open","European"
"1070","hKameFsaXh9g8WQbv593UA","Aquafinz","16553 Pointe Village Dr","Lutz","FL","33558",28.1900210385,-82.5404296573,3.5,86,0,"Seafood, Steakhouses, Salad, Comfort Food, Restaurants, Southern",0,"Close","European"
"1071","P3GeRGkqeW-uL4yT-kuGtw","Aussie Grill by Outback","2223 N Westshore Blvd","Tampa","FL","33607",27.965651,-82.521205,4,44,1,"Sandwiches, Burgers, Restaurants, Steakhouses, American (New)",0,"Open","European"
"1072","MqrfqmuSgNyFAUSZ-YOToA","Mirro's Pizzeria","2307 South Dale Mabry Hwy","Tampa","FL","33629",27.924385,-82.5063638,5,111,0,"Restaurants, Pizza, Italian",0,"Close","European"
"1073","GWUkk9aKgvE4iRbDmJtuVw","Mo' Ziki","10801 Starkey Rd","Largo","FL","33777",27.871781,-82.7602591,4,23,0,"Restaurants, Greek, Sandwiches, Mediterranean",0,"Close","European"
"1074","2KIDQyTh-HzLxOUEDqtDBg","Mazzaro's Italian Market","2909 22nd Ave N","Saint Petersburg","FL","33713",27.7922562,-82.673539,4.5,1551,1,"Specialty Food, Delis, Coffee Roasteries, Butcher, Meat Shops, Food, Restaurants, Grocery, Italian",0,"Open","European"
"1075","2tg6sMQr9rrXVXmgrqBYmg","Cody's Original Roadhouse","11270 4th St N","Saint Petersburg","FL","33716",27.874373,-82.640223,3,79,0,"Pubs, Restaurants, Steakhouses, Nightlife, American (Traditional), Bars",0,"Close","European"
"1076","XV-jiJ6yb0LXlh4EyEWbqQ","Joey's New York Pizza and Italian Restaurant","30681 US Hwy 19","Palm Harbor","FL","34684",28.0511853,-82.7370533,3.5,183,1,"Italian, Pizza, Restaurants",0,"Open","European"
"1077","gT69S0R0gpmxwjCLznwT4A","Gio's","3621 W Waters Ave","Tampa","FL","33614",28.0274726,-82.5014256,4,95,1,"Nightlife, Bars, Italian, Wine Bars, Restaurants",0,"Open","European"
"1078","hkuIjzyewr7RyIbKvjUQ5A","Da Pollani’s","13688 Walsingham Rd","Largo","FL","33774",27.8797181,-82.828024,4.5,76,1,"Pizza, Sicilian, Italian, Restaurants",0,"Open","European"
"1079","rkem6aEo3vAG2VufybdwuA","Outback Steakhouse","3403 Henderson Blvd","Tampa","FL","33609",27.9393094494,-82.5004009918,3.5,159,1,"Steakhouses, Restaurants",0,"Open","European"
"1080","wm5hFxN7IePGMSyMw3zd7A","Alpha Pizzeria","8123 Ridge Rd","Port Richey","FL","34668",28.28109,-82.680226,3,45,1,"Salad, Restaurants, Pizza, Italian, Food, Food Delivery Services",0,"Open","European"
"1081","1IjHo5kaSdFxJkJotU4O7A","Sociale Italian Tapas & Pizza Bar","5427 Bayshore Blvd","Tampa","FL","33611",27.88443,-82.48627,4,125,0,"Restaurants, Cocktail Bars, Italian, Nightlife, Pizza, Tapas/Small Plates, Bars",0,"Close","European"
"1082","cqcB5xTJ4R7lXxvRnS1T_w","Aladin's Grill","2309 N 22nd St","Tampa","FL","33605",27.96431,-82.43455,5,15,0,"Mediterranean, American (Traditional), Middle Eastern, Restaurants, Event Planning & Services, Caterers, Halal",0,"Close","European"
"1083","vR1ZFHY1Z0DtkzeHZX0taA","Caruso Ristorante Italiano","124 107th Ave","Treasure Island","FL","33706",27.7699108,-82.7683528,4.5,76,1,"Restaurants, Sandwiches, Breakfast & Brunch, Italian, Seafood",0,"Open","European"
"1084","ZmrebvKKDIOKNCQaNo_8xg","The Hungry Greek","10041 N Dale Mabry Hwy","Tampa","FL","33618",28.042587,-82.504005,3.5,69,1,"Chicken Shop, Restaurants, Greek, Mediterranean",0,"Open","European"
"1085","wTDuyCnQuPEvArtcX46FFQ","Proino Breakfast & Lunch","1700 S Missouri Ave","Clearwater","FL","33756",27.9347746,-82.7878394,4,25,1,"Restaurants, Breakfast & Brunch, Cafes, Mediterranean, American (New), Pizza, American (Traditional)",0,"Open","European"
"1086","k37i1EW_x848o_n1ATcErg","NY Pizza Grill","4337 W Kennedy Blvd","Tampa","FL","33609",27.944940567,-82.5168151855,1.5,102,1,"American (Traditional), Pizza, Italian, Restaurants",0,"Open","European"
"1087","4Hyfm0Ly3yo96RJTVShTIA","Texas Roadhouse","10105 Bay Pines Blvd","Saint Petersburg","FL","33708",27.814524,-82.778939,3.5,209,1,"American (Traditional), Food, Barbeque, Steakhouses, Salad, Desserts, Restaurants",0,"Open","European"
"1088","xJIeT5--AiPdvPb5BRflyQ","East Coast Pizza","13340 Lincoln Rd","Riverview","FL","33578",27.7903607117,-82.3429241835,4,227,1,"Nightlife, Salad, Bars, Restaurants, Caterers, Chicken Wings, Sandwiches, Event Planning & Services, Pizza, Italian",0,"Open","European"
"1089","7YhxsxMgrYJsu71nadfuTQ","Campanella's Italian Restaurant & Pizza","7420 49th St","Pinellas Park","FL","33781",27.839665,-82.701343,3,103,1,"Restaurants, Breakfast & Brunch, Italian, Pizza",0,"Open","European"
"1090","_4CDv5gKHpPb1ALZKS4Sjw","Bro's Pizzeria & Bar","2535 E Bay Dr","Largo","FL","33771",27.9161635,-82.7609045,4,98,1,"Restaurants, Nightlife, Seafood, Bars, Italian, Pizza",0,"Open","European"
"1091","Pm6qD9G_xWLoV24YIN8gwQ","Montauro Ristorante","2501 W Tampa Bay Blvd","Tampa","FL","33607",27.9744389,-82.486525,4.5,75,0,"Restaurants, Italian",0,"Close","European"
"1092","GApqfwJMxg4t2tk3K2PpMw","Zoes Kitchen","15028 N Dale Mabry Hwy","Tampa","FL","33618",28.0870493,-82.5048328,4.5,94,1,"Kebab, Mediterranean, Greek, Restaurants, Sandwiches",0,"Open","European"
"1093","JuiFuyPw2yjWiPpi3HXJ0Q","Pizza Hut","2316 James Redman Pkwy","Plant City","FL","33563",27.9902354,-82.1211235,2,20,1,"Restaurants, Chicken Wings, Italian, Pizza, Fast Food",0,"Open","European"
"1094","EImGEwaos0pIqyye1u6OSA","Dominic's Italian Grille","34726 US Hwy 19 N","Palm Harbor","FL","34684",28.089266,-82.740484,3.5,48,0,"Restaurants, Pizza, Sandwiches, Italian",0,"Close","European"
"1095","pFnoqSPstZKsnyeNBIeuZg","Angelos Pizza","2621 US Hwy 19","Holiday","FL","34691",28.197055,-82.740837,4,115,1,"Italian, Pizza, Restaurants, Seafood",0,"Open","European"
"1096","tUhPRgJ7mBx-1fGef7Nv3w","TJ's Italian Cafe","1515 Gulf Blvd","Indian Rocks Beach","FL","33785",27.8984072785,-82.8479462971,3.5,166,1,"Italian, Restaurants, Seafood, Pizza",0,"Open","European"
"1097","Xn-1FWxwL7to28HwmrX3rQ","Bella Kouzina","737 Main St, Ste 100","Safety Harbor","FL","34695",27.9911104,-82.6948291,3,10,0,"Greek, Italian, Restaurants",0,"Close","European"
"1098","xCW-s1hBP23-HkyqW-kngA","Italian Kitchen & Cafe","6915 US Hwy 301 S","Riverview","FL","33569",27.881078,-82.328286,4,140,1,"Italian, Internet Cafes, Restaurants, Food",0,"Open","European"
"1099","9svAtGS29ILNTN0eYdi3UQ","Untouchables Pasta & Pizza","1150 Clearwater Largo Rd N","Largo","FL","33770",27.9273775,-82.7956508,3.5,124,1,"Pizza, Restaurants, Italian",0,"Open","European"
"1100","v72HalBu5fQIFTD-oqhSgQ","1200 Chophouse","5007 Gulf Blvd","Saint Petersburg","FL","33706",27.724941,-82.740789,4.5,455,1,"Steakhouses, American (New), Restaurants",0,"Open","European"
"1101","w9MojhsClMHHKK5pa8gcBw","Pita's Republic","210 E Madison St","Tampa","FL","33602",27.9484058,-82.4587812,3,21,1,"Restaurants, Mediterranean",0,"Open","European"
"1102","Uc6PdjT_MO5bRPQsUUEy5Q","Anthony's Coal Fired Pizza","1901 S Dale Mabry Hwy","Tampa","FL","33629",27.9271341,-82.5063009,4,229,1,"Restaurants, Italian, Pizza",0,"Open","European"
"1103","lXCFcmhoRsyW-mnzzl6fkA","Ledo Pizza","14432 N Dale Mabry Hwy","Tampa","FL","33618",28.0795579172,-82.5071969056,4,112,1,"Chicken Wings, Pizza, Italian, Restaurants, Salad",0,"Open","European"
"1104","qOdsOVOM98hHj1SCRscjHg","Applebee's Grill + Bar","30180 US Hwy 19 N","Clearwater","FL","33761",28.046483,-82.739009,2.5,68,1,"American (Traditional), Restaurants, Bars, Chicken Wings, Sports Bars, Steakhouses, Burgers, Nightlife",0,"Open","European"
"1105","WKF4p8kLDng4EECYC3RoeQ","LongHorn Steakhouse","2400 Tyrone Blvd N","Saint Petersburg","FL","33710",27.7933241754,-82.730342941,3.5,62,1,"Steakhouses, American (Traditional), Barbeque, Restaurants",0,"Open","European"
"1106","s_ATCd6WGLEFvW4GNBBBUg","DiGiorgio’s Pizzeria","191 Orange St","Palm Harbor","FL","34683",28.0628441,-82.7768681,4.5,22,1,"Italian, Restaurants, Pizza, Nightlife, Wine Bars, Bars",0,"Open","European"
"1107","dCnvs9AVz0aBsjNWc6EtNQ","Three Brothers Pizza - Palm Harbor","3436 Tampa Rd","Palm Harbor","FL","34684",28.0666468,-82.7205727,4.5,92,1,"Salad, Pizza, Restaurants, Italian",0,"Open","European"
"1108","P5Wq5OwEJ0Zz7piLoToXDA","Applebee's Grill + Bar","5779 East Fowler Ave","Temple Terrace","FL","33617",28.053935,-82.391658,2,107,1,"Bars, American (Traditional), Sports Bars, Chicken Wings, Nightlife, Restaurants, Steakhouses, Burgers",0,"Open","European"
"1109","kQANkgj6vHc1xCmxfNBNjA","Enzo's Pizzeria & Pasta from New York","11653 Countryway Blvd","Westchase","FL","33588",28.0699285,-82.6300709,4,38,0,"Pasta Shops, Sandwiches, Pizza, Seafood, Food, Specialty Food, Italian, Restaurants",0,"Close","European"
"1110","eMffR5NKxgf1_lSJerrh-A","Caprese Pizza House","30036 County Line Rd","Wesley Chapel","FL","33543",28.179526,-82.319557,4,17,1,"Restaurants, Pizza, Sandwiches, Chicken Wings, Mediterranean",0,"Open","European"
"1111","y_iKWRZuUKFJFldrrP8XPg","Bambino Pizza","2028 Bayshore Blvd","Dunedin","FL","34698",28.0387331,-82.7845755,3,29,1,"Pizza, Italian, Food Delivery Services, Food, Restaurants, American (Traditional), Salad",0,"Open","European"
"1112","f_RSvdde7iSuvdLuQz3VgQ","Grill 131","13079 Park Blvd N","Seminole","FL","33776",27.8449679,-82.8195152,3.5,51,0,"American (New), Desserts, Restaurants, Food, Steakhouses, Seafood, American (Traditional)",0,"Close","European"
"1113","lJXfCo0ME730q0_qvO2l2g","Outback Steakhouse","1203 Townsgate Ct","Plant City","FL","33563",28.026623549,-82.1492224,3.5,76,1,"Restaurants, Steakhouses",0,"Open","European"
"1114","pOShvapemo3TgL6-GbZ1VA","Capo De Monte Italian Market","8400 Seminole Blvd","Seminole","FL","33772",27.8489918,-82.7875867,4.5,41,0,"Italian, Grocery, Restaurants, Delis, Event Planning & Services, Food, Beer, Wine & Spirits, Specialty Food, Caterers",0,"Close","European"
"1115","C1gDJxB5bwsK8AWWJeP_Lg","Pizza Hut","407 S Belcher Rd, Ste 4","Clearwater","FL","33765",27.9617046827,-82.745481,2.5,13,1,"Chicken Wings, Italian, Fast Food, Pizza, Restaurants",0,"Open","European"
"1116","YtFo2Mg-tNkWHz8ZYVMDVg","E Sushi Japanese Grill & Sushi Bar","13485 County Line Rd","Spring Hill","FL","34609",28.4354502629,-82.4913826303,4,101,1,"Restaurants, Japanese, Steakhouses, Sushi Bars, Asian Fusion",0,"Open","European"
"1117","3UK4mtRYfn0efzFKbDEtCA","Hungry Howie's Pizza & Subs","620 Alt 19 N","Palm Harbor","FL","34683",28.073927,-82.766749,3.5,10,1,"Pizza, Restaurants, Italian, Chicken Wings, Sandwiches",0,"Open","European"
"1118","mMPvgBgqON8pia_4AgGTUw","Kobe Japanese Steakhouse - Tampa","14401 N Dale Mabry Hwy","Tampa","FL","33618",28.0787239,-82.5061726,4,305,1,"Sushi Bars, Restaurants, Steakhouses, Japanese",0,"Open","European"
"1119","zzIF9qp2UoHN48EeZH_IDg","Domino's Pizza","40188 US Hwy 19 N","Tarpon Springs","FL","34689",28.137368,-82.740846,3,19,1,"Italian, Restaurants, Pizza, Chicken Wings, Sandwiches",0,"Open","European"
"1120","yLOWWBO0fqy29GbxkxhJCg","Villa Roma Italian Restaurant & Pizza","1818 US Hwy 19","Holiday","FL","34691",28.185402,-82.738869,3,25,1,"Italian, Pizza, Restaurants",0,"Open","European"
"1121","1ZZyf6WsmY8tMyYQzhaXMg","Pizza Hut","28670 Fl-54","Wesley Chapel","FL","33543",28.2379140995,-82.3416472024,2,12,1,"Restaurants, Fast Food, Pizza, Chicken Wings, Italian",0,"Open","European"
"1122","rW_9aLoDvGnkEaqJTdhiBA","Reservations Bistro","4703 N Nebraska Ave","Tampa","FL","33603",27.9881134,-82.4510034,4.5,33,0,"Delis, Sushi Bars, Do-It-Yourself Food, Food, Italian, American (New), Restaurants",0,"Close","European"
"1123","hRQPkntymbLS-IvkhHa32Q","Fortunatos Pizza Station","4687 Park Blvd N","Pinellas Park","FL","33781",27.8396741647,-82.6976715433,3.5,46,1,"Restaurants, Pizza, Italian",0,"Open","European"
"1124","oJRjeio1OBablDFr--__Xg","Precinct Pizza","615 Channelside Dr","Tampa","FL","33602",27.943491,-82.447318,3.5,204,0,"Food, Pizza, Italian, Restaurants",0,"Close","European"
"1125","j7c9WjWoYK_JpitKoRhE-A","Bello","903 N Franklin St","Tampa","FL","33602",27.9518076,-82.4595044,3.5,33,1,"Italian, Restaurants, Sandwiches, Breakfast & Brunch",0,"Open","European"
"1126","w7KLf3anjdXNXNVplvOOjg","Sushi Tsu Japanese Steakhouse & Sushi Bar","15363 Amberly Dr","Tampa","FL","33647",28.0876283,-82.4034249,3.5,19,0,"Restaurants, Sushi Bars, Japanese, Steakhouses",0,"Close","European"
"1127","2KmXPL-x45sLWame_mrceg","Hungry Howie's Pizza & Subs","4511 Grand Blvd","New Port Richey","FL","34652",28.2247006,-82.7236289,2,16,1,"Chicken Wings, Pizza, Restaurants, Italian, Sandwiches",0,"Open","European"
"1128","c37aDysgwNQsLpMWNedhTg","Bascettis Italian Grille","1568 Main St","Dunedin","FL","34698",28.0198734,-82.7615795,3.5,83,1,"Bars, Desserts, Italian, Restaurants, Steakhouses, Food, Nightlife, Wine Bars",0,"Open","European"
"1129","u87CeGYMCajDUlFvvjmttg","Yia Yia's Greek Express","35220 US Hwy 19 N","Palm Harbor","FL","34683",28.0923627,-82.7404529,4,41,0,"Restaurants, Greek, Mediterranean, American (New)",0,"Close","European"
"1130","-o6bah2j6_IH9pkwANXcLA","Fireside Pizza Cafe","1104 Nebraska Ave","Palm Harbor","FL","34683",28.0788023837,-82.7657673928,4,234,1,"Restaurants, Italian, Pizza",0,"Open","European"
"1131","zYu2D8FzczailDkEMURExg","Jimmy Guana's","401 2nd St","Indian Rocks Beach","FL","33785",27.8823519,-82.8476129,3,170,1,"Sandwiches, Restaurants, Seafood, Steakhouses",0,"Open","European"
"1132","ENFmfflwE7qo0jvTUxWjVw","New York New York Pizza - Carrollwood","10434 N Dale Mabry Hwy","Tampa","FL","33618",28.046817,-82.505051,4,96,1,"Pizza, Italian, Restaurants, Burgers, Sandwiches",0,"Open","European"
"1133","k_Vm-dsQLJaTnKe9LHtTCw","Ohana Mediterranean Eatery","2543-4 Countryside Blvd","Clearwater","FL","33761",28.0126242,-82.7323941,5,13,0,"Restaurants, Hookah Bars, Mediterranean, Bars, Nightlife",0,"Close","European"
"1134","_GfWx9wdaLadRaQV9MASig","OGGI - St Petersburg","10316 Roosevelt Blvd N","Saint Petersburg","FL","33716",27.8659055825,-82.6427573338,4,21,0,"Italian, Restaurants",0,"Close","European"
"1135","lRPOodYgeRScvDDDO8_Qjg","Tuttorosso Restaurant & Pizzeria","7863 Blind Pass Rd","St Pete Beach","FL","33706",27.7456209,-82.7518865,4,336,1,"Italian, Australian, Pizza, Bars, Wine Bars, Salad, Restaurants, Sports Bars, Nightlife",0,"Open","European"
"1136","dxexiQ58O06mgl9upWR7rw","Hungry Howie's Pizza & Subs","6104 N US Hwy 41","Apollo Beach","FL","33572",27.765888,-82.3945507,3.5,13,1,"Restaurants, Sandwiches, Italian, Pizza, Chicken Wings",0,"Open","European"
"1137","HLasBlWiSj9TH14Qf8Y1kw","That's Amore Restaurant","700 Harbour Post Dr","Tampa","FL","33602",27.9397303212,-82.4517257614,3,131,0,"Restaurants, Jazz & Blues, Italian, Nightlife, Arts & Entertainment",0,"Close","European"
"1138","wlmzkpN3-otJCmtX9KVoNQ","LongHorn Steakhouse","12974 S US Hwy 301","Riverview","FL","33578",27.8001428869,-82.3341567121,3.5,42,1,"Restaurants, American (Traditional), Barbeque, Steakhouses",0,"Open","European"
"1139","IUN-1btz9-CiL2b6tDNQqg","Benedetto's Ristorante Italiano","21529 Village Lakes Shopping Center Dr","Land O Lakes","FL","34639",28.1905807372,-82.4596807184,3.5,400,1,"Arts & Entertainment, Restaurants, Italian, Beer, Wine & Spirits, Fruits & Veggies, Farms, Specialty Food, Seafood, Food",0,"Open","European"
"1140","hA_21KNZ-qpA23hN4_txqQ","Tates Pizza","3342 S W Shore Blvd","Tampa","FL","33629",27.9135743,-82.5264264,3,97,1,"Sports Bars, Lounges, Nightlife, Pizza, Italian, Beer, Wine & Spirits, Bars, Food, Cocktail Bars, Restaurants",0,"Open","European"
"1141","hbu99aFDn_iYKDSZNQOr3A","J's Pizza Effect","33135 US Hwy 19 N","Palm Harbor","FL","34684",28.0731892,-82.7372698,3.5,16,0,"Cheesesteaks, Pizza, Italian, Salad, Chicken Wings, Restaurants",0,"Close","European"
"1142","siI0jxPhtrTAxV9GYJlBfg","Salem's Fresh Eats","1605 18th Ave S","Saint Petersburg","FL","33712",27.7523596,-82.6551169,2.5,15,1,"Greek, Middle Eastern, Seafood, Fast Food, Food, Diners, Ethnic Food, Salad, Chicken Wings, Sandwiches, Restaurants, Mediterranean, Specialty Food",0,"Open","European"
"1143","_ouzokto3qEMm1Xa3W1drw","Alati Greek Food & Drink Experience - Clearwater Beach","486 Poinsettia Ave","Clearwater Beach","FL","33767",27.9816322,-82.8262439,4,34,1,"Mediterranean, Restaurants, Greek",0,"Open","European"
"1144","Vf0inZOaad8sv1uG8mGIGw","Kobe Japanese Steakhouse - Brandon","2210 W Brandon Blvd","Brandon","FL","33511",27.93943,-82.3217459,4,314,1,"Steakhouses, Sushi Bars, Restaurants, Japanese",0,"Open","European"
"1145","38yHZCHWgPZlDj5SqdNcpA","Mama Rosa's Pizza","1616 E 7th Ave","Tampa","FL","33605",27.9603618941,-82.4410984448,2,121,1,"Restaurants, Italian, Food Delivery Services, Mediterranean, Food, Pizza, Chicken Wings",0,"Open","European"
"1146","1GP62ODB3tTZn5XNUGz6Cw","Fountain Bistro","238 E Davis Blvd","Tampa","FL","33606",27.9262615,-82.4535848,3,126,0,"Bars, Mediterranean, Restaurants, Nightlife",0,"Close","European"
"1147","wbwDE3g8j4w-TGy_E6dMSw","Cazador Grill","10918 N 56th St","Temple Terrace","FL","33617",28.0481089,-82.3942414,4.5,259,1,"Restaurants, Steakhouses, Peruvian, Seafood",0,"Open","European"
"1148","DiysGe4irEY2Yu0iIhdkmw","Blinkers Beachside","476 Mandalay Ave","Clearwater","FL","33767",27.9813638,-82.8272013,4,294,1,"Lounges, Nightlife, Bars, Seafood, Steakhouses, Restaurants",0,"Open","European"
"1149","CSlJBdoIGHhVg_JAc5aZwA","Starkey Pizza","12512 Starkey Rd","Largo","FL","33773",27.8860589,-82.7630514,4,38,1,"Sandwiches, Restaurants, Pizza, Italian",0,"Open","European"
"1150","pl-F3mfBJaGSkTSM_BJtlw","Pizza Hut","12036 Anderson Rd","Tampa","FL","33625",28.0603708,-82.5435984135,3,18,1,"Chicken Wings, Restaurants, Pizza, Italian, Fast Food",0,"Open","European"
"1151","CWTQ7L73qeZfHhgXzROYbA","NY Times Square Pizzeria","226 E Bearss Ave","Tampa","FL","33613",28.0894696911,-82.4586442979,4,46,1,"Pizza, Restaurants, Italian, Gluten-Free, Sandwiches",0,"Open","European"
"1152","gVLgBpqnqKiS6qAt0ZrEGw","DeLosa's Pizza & Italian Restaurant","2535 E Bay Dr","Largo","FL","33771",27.9161586,-82.7609063,3.5,55,0,"Pizza, Restaurants, Italian, Chicken Wings",0,"Close","European"
"1153","v4jzYZvLqCxPvJLmYzMibg","Tomato Joes Pizzeria","7032 W Waters Ave","Tampa","FL","33634",28.024518,-82.560608,4.5,85,1,"Restaurants, Italian, Pizza, American (New)",0,"Open","European"
"1154","4l_qIl_Xae113xZjsWDmRg","MacDill Express Grill","6231 S Dale Mabry Hwy","Tampa","FL","33611",27.8766990904,-82.5067748032,4,5,0,"American (Traditional), Mediterranean, Restaurants",0,"Close","European"
"1155","vEtexbD3cShpj8M6wUUlgQ","La Casa Della Pasta","3434 W Columbus Dr","Tampa","FL","33607",27.9661881,-82.5005371,3.5,9,0,"Bars, Nightlife, Restaurants, Italian, Wine Bars",0,"Close","European"
"1156","_anAV7MH8kZ-KXI6hNjtHQ","Terra Mar Brazilian Steakhouse","6715 49th St","Pinellas Park","FL","33781",27.833168,-82.699316,4,186,1,"Restaurants, Steakhouses, Buffets, Brazilian",0,"Open","European"
"1157","1K7YpesPySJ8xOVKWEU67g","Little Greek","243 Apollo Beach Blvd","Apollo Beach","FL","33572",27.7711058,-82.3935793,3.5,46,1,"Restaurants, Greek, Mediterranean, Fast Food",0,"Open","European"
"1158","EqExDsSfwOrTC1MW9sJtRQ","Pizza Hut","4350 66th St N","Saint Petersburg","FL","33709",27.8112645458,-82.7295704093,1.5,11,1,"Pizza, Chicken Wings, Restaurants, Italian, Fast Food",0,"Open","European"
"1159","68vO3osEXU00U5uLwsabPw","Odi's Mediterranean Kitchen","6355 Gulf Blvd","St. Pete Beach","FL","33706",27.734998,-82.746349,4.5,109,1,"Greek, Mediterranean, Delis, Restaurants",0,"Open","European"
"1160","ROnkVXPz5jRlMQvLw05UEA","Cappy's Pizza","16019 Tampa Palms Blvd","Tampa","FL","33647",28.0993464311,-82.3980756661,4,136,1,"Pizza, Italian, Restaurants, Greek, Salad",0,"Open","European"
"1161","w6B-nRhDeOfIXS0G99I0wQ","Your Pie","2219 S Dale Mabry Hwy","Tampa","FL","33629",27.925073,-82.5062905,3.5,40,0,"Italian, Restaurants, Salad, Pizza",0,"Close","European"
"1162","olLrmKZmBmo1vh05JZQZBg","LongHorn Steakhouse","9524 US 19 N","Port Richey","FL","34668",28.294457,-82.708815,3.5,79,1,"Steakhouses, American (Traditional), Restaurants, Barbeque",0,"Open","European"
"1163","qHpG3FEJpQFlt2V_Ys8hhA","Shlomo Gourmet Subs & Deli","2706 US-19 Alt, Ste 108","Palm Harbor","FL","34683",28.0927487,-82.7708141,4.5,22,1,"Delis, Sandwiches, Restaurants, Mediterranean",0,"Open","European"
"1164","kBzD2Q8GpwcvlPPmMWVEtA","International Fresh Kitchen","6719 S West Shore Blvd","Tampa","FL","33616",27.8690642587,-82.5271514431,4.5,12,0,"Moroccan, Breakfast & Brunch, Mediterranean, Restaurants, Sandwiches, Falafel",0,"Close","European"
"1165","RkzE1UTCiLcMeGN8tVOFcg","Outback Steakhouse","16547 Fish Hawk Blvd","Lithia","FL","33547",27.8571163,-82.2039532,3,96,1,"Steakhouses, Restaurants",0,"Open","European"
"1166","uaGsQWKKPhvPW2dnN2fcAw","Romano Restaurant & Bar","906 Robertson St W","Brandon","FL","33511",27.9364886315,-82.2967212983,4,141,1,"Greek, Restaurants, Mediterranean, Italian",0,"Open","European"
"1167","R_Wi9jh57H_OzzAVWO71Bw","Psomi","701 N Howard Ave","Tampa","FL","33606",27.950161,-82.482754,4.5,280,1,"Mediterranean, Breakfast & Brunch, Bagels, Restaurants, Food, Bakeries, Greek",0,"Open","European"
"1168","jpw9W_oiaDOMkvifWFCb7Q","Pizza Rock","401 S Parsons Ave","Brandon","FL","33511",27.9337365,-82.2853575,4.5,153,1,"Italian, Sandwiches, Pizza, Restaurants",0,"Open","European"
"1169","trWcT4Ssc6roDtFceRa2Dg","DeRusso’s Pizzeria","1120 Pinellas Bayway S","Tierra Verde","FL","33715",27.6748729,-82.7265795,4,81,1,"Italian, Restaurants, Pizza",0,"Open","European"
"1170","ozvuAWFQf528aHHOnrM0yw","Chart House","7616 W Courtney Campbell Causeway","Tampa","FL","33607",27.9660251,-82.5666463,3,153,0,"American (Traditional), Seafood, Steakhouses, Restaurants",0,"Close","European"
"1171","Y3xeBrwZ0BABw-AQr3TR0g","Oggi Italian","4301 El Prado Blvd","Tampa","FL","33629",27.911865,-82.516594,4.5,12,0,"Italian, Restaurants",0,"Close","European"
"1172","Rh4dx2yxmE1YKvZ--u780w","Campanellas Bar&Grill","3580 Ulmerton Rd","Clearwater","FL","33762",27.8930971,-82.6825238,3,26,0,"Steakhouses, Italian, Food, Restaurants, Food Delivery Services",0,"Close","European"
"1173","lLhm-u5kDFVHViFAFHDFqQ","Applebee's Grill + Bar","4411 W Gandy Blvd","Tampa","FL","33611",27.89368,-82.521106,2,81,1,"Bars, Burgers, Chicken Wings, Steakhouses, American (Traditional), Nightlife, Sports Bars, Restaurants",0,"Open","European"
"1174","TcJ1bB2omO0CIoEC4xtSxg","Tampa Pizza Company","4110 Henderson Blvd","Tampa","FL","33629",27.927386,-82.512608,3,30,1,"Chicken Wings, Restaurants, Pizza, Italian, Wraps",0,"Open","European"
"1175","wHXO4ISnBgs2-XYx0sU2Hw","Antonio's Pasta Grill","2755 Ulmerton Rd","Clearwater","FL","33762",27.8944109,-82.6710453,4,40,0,"Italian, Restaurants",0,"Close","European"
"1176","L0x5JdlOmcxFvyUgay6HLw","CDB'S Italian","5104 E Fowler Ave","Tampa","FL","33617",28.0552205,-82.3996736,2.5,98,0,"Restaurants, Italian, Pizza",0,"Close","European"
"1177","sWgUvRdRb3Ror73f-Ygu1g","Sam's New York Pizza","4209 Little Rd","New Port Richey","FL","34655",28.22044,-82.66652,3.5,89,1,"Italian, Restaurants, Chicken Wings, Pizza",0,"Open","European"
"1178","jE3rE1Vqju-2KvVzabHVGw","Pizza Hut","1155 Pasadena Ave S, Ste J, Pasadena Square","South Pasadena","FL","33707",27.7585368,-82.7371187,3.5,14,1,"Restaurants, Pizza, Chicken Wings, Italian, Fast Food",0,"Open","European"
