"","business_id","name","address","City","State","postal_code","latitude","longitude","stars","review_count","is_open","categories","compliment_count","Business.Status","Format Category"
"554","J8epzdTSTGOFALsTI5SglA","North Island Bar & Grille","600 Mandalay Ave","Clearwater Beach","FL","33767",27.9856632,-82.8267614,4.5,40,1,"American (Traditional), Restaurants, Pubs, Nightlife, Bars",0,"Open","Bars"
"555","FkHqCM6HWZTb1D5surTHYg","Lucky Dill Westshore","4606 W Boy Scout Blvd","Tampa","FL","33607",27.9593884,-82.52283,3,225,0,"Restaurants, Food, Delis, Sandwiches, Beer, Wine & Spirits, Bakeries",0,"Close","Bars"
"556","r0t5lZ0hrO5ayCi3vx_EZw","Fetishes Dining & Wine Bar","6305 Gulf Blvd","St. Pete Beach","FL","33706",27.7347551,-82.7462401,4.5,91,0,"Bars, Wine Bars, American (New), French, Nightlife, Seafood, Restaurants",0,"Close","Bars"
"557","oJjDIiYuy-2wLwxdVaK9aQ","Scoreboard Sports Bar & Grill","3513 Universal Plz","New Port Richey","FL","34652",28.209996,-82.741259,3.5,11,1,"Sports Bars, Bars, Nightlife, Restaurants, American (Traditional)",0,"Open","Bars"
"558","iVWT9QjmyhONzZXZzp5x4g","Three Olives","13079 Park Blvd N","Seminole","FL","33776",27.8449228,-82.8195849,3.5,54,0,"Bars, Restaurants, Seafood, Steakhouses, American (Traditional), Nightlife, Cocktail Bars, Lounges",0,"Close","Bars"
"559","ZaVdMS6TIOG1lFTBDpEa5Q","Beef 'O' Brady's","4330 Bell Shoals Rd","Valrico","FL","33596",27.874781,-82.268769,2.5,27,0,"Nightlife, American (Traditional), Restaurants, Sports Bars, Bars, Pubs",0,"Close","Bars"
"560","u3Z7X2T7ssWO9qvMRNcsOA","Paradise Grille","6850 Beach Plz","St Pete Beach","FL","33706",27.736118,-82.7513751,4,59,1,"Restaurants, Food, Nightlife, Bars, Beer, Wine & Spirits, Sandwiches, Arts & Entertainment, Burgers, American (Traditional), Music Venues",0,"Open","Bars"
"561","uNoD0jqt3Epo29vCWjn3IA","Tap City Tavern","12227 Linebaugh Ave","Tampa","FL","33626",28.0568415,-82.6263098,2.5,21,0,"Bars, Sports Bars, Restaurants, American (Traditional), Nightlife",0,"Close","Bars"
"562","KDzLMPTTLihnpcctZLmg0g","Sea Salt","183 2nd Ave N","Saint Petersburg","FL","33701",27.7738965271,-82.6350219324,3.5,447,1,"Beer, Wine & Spirits, Nightlife, Restaurants, Seafood, Bars, Breakfast & Brunch, Italian, Food",0,"Open","Bars"
"563","NygBUnVYCNxp38SMVyvfsA","19 Bar & Grill","4142 Cheval Blvd","Lutz","FL","33558",28.147192,-82.5032435,4,13,0,"American (Traditional), Caterers, Sports Bars, Restaurants, Bars, Event Planning & Services, Breakfast & Brunch, Nightlife",0,"Close","Bars"
"564","NW19d7iBtU_Gwi4ArVDnEw","Hooters","5336 Treadway","Port Richey","FL","34668",28.27293,-82.7263055,3,134,1,"Bars, American (Traditional), Sports Bars, Nightlife, Restaurants, Chicken Wings",0,"Open","Bars"
"565","aAXCHFWlmppo9HAxcK2NYQ","TamPiz","113 S Hyde Park Ave","Tampa","FL","33606",27.9450461,-82.4640534,4.5,112,0,"Food, Pizza, Restaurants, Nightlife, Bars, French, Italian, Pubs, Bakeries",0,"Close","Bars"
"566","_Dr6GKqObRAS8xO0iTSCcA","Stone Soup Cafe","4122 16th St N","Saint Petersburg","FL","33703",27.8097878,-82.6552734,4,180,1,"Nightlife, Sandwiches, Soup, Salad, Restaurants, Bars, Food, Beer Bar, Pubs, Beer, Wine & Spirits, British",0,"Open","Bars"
"567","B9CVx4rmxwPUpprLOVAcdw","Happy Salmon","500 Main St","Safety Harbor","FL","34695",27.9906338558,-82.6925381273,4.5,98,1,"Restaurants, Asian Fusion, Food, Japanese, Sushi Bars, Beer, Wine & Spirits",0,"Open","Bars"
"568","Mug6qvsbVoXi8QcpUQ80rA","Lucky Lizard Tap House","14953 A Gulf Blvd","Madeira Beach","FL","33708",27.8002417,-82.7999105,4.5,34,1,"Wine Bars, Bars, Beer Bar, Karaoke, Restaurants, Sandwiches, American (New), Nightlife",0,"Open","Bars"
"569","_Hh_Ss6DTFRA6AUpQKyeaw","Castaways Beach Bar","13437 Gulf Blvd","Madeira Beach","FL","33708",27.790874,-82.7881068,3.5,42,0,"Nightlife, Pubs, Bars, Desserts, Food, Mexican, Restaurants, Sports Bars, Breakfast & Brunch",0,"Close","Bars"
"570","-G2G-h_TjNLXzI5FCbaqQA","Oishi Sushi Bar","12856 W Hillsborough Ave","Tampa","FL","33635",28.0294511,-82.6389846,5,8,1,"Restaurants, Soup, Asian Fusion, Bars, Nightlife, Sushi Bars, Wine Bars",0,"Open","Bars"
"571","FHKIRFcLHISM8surn-nREg","The Blind Goat Food and Drink","4106 Henderson Blvd","Tampa","FL","33629",27.9278699,-82.5122459,4,188,1,"Pizza, Chicken Wings, Restaurants, Nightlife, Cocktail Bars, Sports Bars, Bars, Sandwiches",0,"Open","Bars"
"572","327aeQyV7ihYhY1GpmI8cw","Rusty Anchor John's Pass","101 John's Pass Boardwalk","Madeira Beach","FL","33708",27.785263,-82.781523,4,53,0,"Restaurants, Seafood, Beer Bar, Nightlife, Beer, Wine & Spirits, Food, Bars",0,"Close","Bars"
"573","PC1NzoD53i2eBTQatIvJMQ","Grind House Bar & Grill","1500 Mcmullen Booth Rd, Ste A13","Clearwater","FL","33759",27.982223,-82.7109979,3.5,91,0,"American (New), Bars, Nightlife, British, Restaurants, Karaoke, Pubs",0,"Close","Bars"
"574","kXXjd8WebA6u9QaAi9OdfA","Slyce Madeira Beach","662 150th Ave","Madeira Beach","FL","33708",27.8100409953,-82.7932870452,4,215,1,"Sandwiches, Sports Bars, Wraps, Restaurants, Music Venues, Arts & Entertainment, Pizza, Wine Bars, Nightlife, Bars",0,"Open","Bars"
"575","_kgyGRCSf15RnynZN4LjJg","Applebee's Grill + Bar","829 Providence Rd","Brandon","FL","33511",27.9243132,-82.316116,2.5,86,1,"American (Traditional), Burgers, Bars, Restaurants, Sports Bars, Nightlife, Steakhouses",0,"Open","Bars"
"576","v2_sO6EHM39dvMiPwenFwA","Showtown Bar & Grill","10902 US Hwy 41 S","Gibsonton","FL","33534",27.8416869,-82.3815518,5,8,1,"Nightlife, Bars, Food, Restaurants, American (Traditional), Beer, Wine & Spirits",0,"Open","Bars"
"577","ptJnKvMCb8AjPhKsUWATLQ","Peabody's","15333 Amberly Dr","Tampa","FL","33647",28.0878576,-82.4044612,4,205,1,"Dance Clubs, Nightlife, Pool Halls, Bars, American (Traditional), Restaurants, Sports Bars",0,"Open","Bars"
"578","kbW30JNLp09gN-ar2UfPhQ","Linda's Crab Shack","202 E Reynolds St","Plant City","FL","33563",28.0167656,-82.1223958,3,37,1,"Beer, Wine & Spirits, Food, Seafood, Restaurants",0,"Open","Bars"
"579","g_-iKXEAQIqBB1zR1yrgGg","Stix Oldsmar","13918 W Hillsborough Ave","Tampa","FL","33635",28.03225,-82.646674,4,9,1,"Pool & Billiards, Restaurants, Pool Halls, Chicken Wings, Bars, Burgers, Beer Bar, Nightlife, Shopping",0,"Open","Bars"
"580","wK2G-v74dCEzmGEUtKgOKQ","Dr. BBQ","1101 1st Ave S","Saint Petersburg","FL","33705",27.77051,-82.6500744,4,722,1,"Restaurants, Wine Bars, Southern, Barbeque, Cocktail Bars, Bars, Nightlife, American (Traditional), Breakfast & Brunch, Comfort Food",0,"Open","Bars"
"581","3P3Hw_Dm_f0-R32E0doMPA","Beef 'O' Brady's","4775 34th St S","Saint Petersburg","FL","33711",27.7246696,-82.6801764,3,51,1,"Restaurants, Bars, Pubs, Sports Bars, Chicken Wings, American (Traditional), Nightlife",0,"Open","Bars"
"582","mpu_IJ11lbSrYZPAIGUPow","TGI Fridays","11705 West Hillsborough Ave","Tampa","FL","33635",28.015275,-82.614675,3.5,95,1,"Nightlife, Restaurants, American (Traditional), Bars, Sports Bars, Burgers",0,"Open","Bars"
"583","J3heme4rT778bRp5UttGlA","BRGR Kitchen & Bar","10800 Gulf Blvd","Treasure Island","FL","33706",27.7699127,-82.7704744,4,183,1,"Nightlife, Bars, Lounges, American (New), Restaurants",0,"Open","Bars"
"584","7m-ow3qwiM-jFtZumlGOcQ","Taiga Club","10315 Causeway Blvd","Tampa","FL","33619",27.9222784,-82.3388576,3.5,25,1,"Burgers, Hookah Bars, Pubs, Nightlife, Mediterranean, Restaurants, Bars",0,"Open","Bars"
"585","Df7iAocnliScK-fbfzKI4g","The Local","3701 W Henderson Blvd","Tampa","FL","33609",27.935466,-82.504398264,4,286,0,"Nightlife, Beer Bar, Cocktail Bars, Event Planning & Services, American (Traditional), Breakfast & Brunch, Bars, Southern, Restaurants, American (New), Venues & Event Spaces",0,"Close","Bars"
"586","W_ZVpK3GCRRmQCvPQAhj2g","Mahuffer's","19201 Gulf Blvd","Indian Rocks Beach","FL","33785",27.8462545,-82.842041,4,153,1,"Barbeque, Nightlife, Food, Tiki Bars, Bars, Restaurants, Beer, Wine & Spirits, Dive Bars",0,"Open","Bars"
"587","4o6wBoDias3_qfTrOZ-Y8g","Courigan's Irish Pub","1 Beach Dr SE, Ste 41","Saint Petersburg","FL","33701",27.7708192,-82.6335305,3.5,70,1,"Bars, Restaurants, Pubs, Irish, Nightlife, Irish Pub, Sports Bars",0,"Open","Bars"
"588","cNslGovNYpSLywT5P03Vsw","Time Out Sports Bar","9009 Oakhurst Rd, Ste A","Seminole","FL","33776",27.8554052,-82.828508,3.5,48,1,"Nightlife, American (Traditional), Sports Bars, Restaurants, American (New), Bars",0,"Open","Bars"
"589","HbXxINMJUKbHeuAnxtY6sw","O'Brien's Irish Pub & Grill","701 W Lumsden Rd","Brandon","FL","33511",27.921765,-82.294907,3.5,87,1,"Restaurants, Irish, Pubs, Nightlife, Bars, Irish Pub",0,"Open","Bars"
"590","qocU5Vd9Q_82pmJTg1UlrA","Szechuan House","508 N Franklin St","Tampa","FL","33602",27.9487604038,-82.4584857375,3.5,28,0,"Szechuan, Food, Asian Fusion, Restaurants, Chinese, Beer, Wine & Spirits",0,"Close","Bars"
"591","SHZ3NhQj1FonMnKgdqRazg","Dunedin House of Beer","927 Broadway","Dunedin","FL","34698",28.0139878,-82.7897738,4,106,1,"Food, Restaurants, Sports Bars, Pool Halls, Bars, Breweries, Beer Bar, Pizza, Nightlife, Dive Bars, Pubs",0,"Open","Bars"
"592","tTh4f74_9sx1nmGChEdIoA","Wings & Buckets","7507 N Armenia Ave","Tampa","FL","33604",28.0160896,-82.4851343,3.5,9,0,"Cocktail Bars, Sports Bars, Nightlife, Food, Restaurants, Bars, Specialty Food, Pasta Shops, Chicken Wings",0,"Close","Bars"
"593","KelJcIYD7uOzQ2lIrVZpUA","Brix 33 Fine Wines and Bistro","8351 State Rd 54, Ste 109","New Port Richey","FL","34655",28.2069329,-82.6762468,4.5,120,1,"Nightlife, Restaurants, American (New), Event Planning & Services, Venues & Event Spaces, Bars, Food, Beer, Wine & Spirits, Wine Bars",0,"Open","Bars"
"594","WSfhXKNQPXm0z95xG3XI1Q","The Hideaway Pizza Pub","3901 6th St S","Saint Petersburg","FL","33705",27.733177,-82.641124,3.5,47,0,"Nightlife, Pizza, Pubs, Bars, Restaurants",0,"Close","Bars"
"595","UYfnxYj7Mqi165O2pBkZKQ","Mugs 'N Jugs","459 Brandon Town Center Dr","Brandon","FL","33511",27.9325146543,-82.3256769776,2,54,0,"Nightlife, Restaurants, Sports Bars, Bars, Pubs, Chicken Wings",0,"Close","Bars"
"596","AxtOW_b6a6iuojs_ObGpzA","Taba Brew","1601 E 7th Ave","Tampa","FL","33605",27.9602239253,-82.4416590482,5,9,1,"Food, Lounges, Coffee & Tea, Bars, Nightlife, Cafes, Restaurants",0,"Open","Bars"
"597","PcbSDN3civo7-7uAsHFqXA","Oldsmar Tap House","300 State St E, Ste 107","Oldsmar","FL","34677",28.0351507,-82.6593531,4,20,0,"Beer, Wine & Spirits, Food, Local Flavor, Bars, Nightlife, American (New), Restaurants",0,"Close","Bars"
"598","m3X97ocuazvvLhy1KNnwCQ","Le Boudoir","3301 S Dale Mabry Hwy","Tampa","FL","33629",27.9152645,-82.5063301,4.5,14,0,"French, Tapas/Small Plates, Nightlife, Wine Bars, Pizza, Bars, Tapas Bars, Restaurants, Modern European",0,"Close","Bars"
"599","qaQc-Gnl_Sd0WZZMxcB7Bg","Fuzzy's Taco Shop","2874 Providence Lake Blvd","Brandon","FL","33511",27.9210023153,-82.32773,3.5,294,1,"Bars, Nightlife, Restaurants, Tex-Mex, Mexican, Sports Bars",0,"Open","Bars"
"600","BMKJ3JyD_r_SQ1JXAzo1Hw","The Pub Tampa Bay","2223 N West Shore Blvd, Ste B212","Tampa","FL","33607",27.965461,-82.520734,4,493,1,"British, Nightlife, Bars, Pubs, Restaurants, Burgers",0,"Open","Bars"
"601","iki4_URxOXd8h0mWHt_xJg","Shuffle","2612 N Tampa St","Tampa","FL","33602",27.96753,-82.46123,4.5,32,1,"Social Clubs, Pubs, Sports Clubs, Active Life, Arts & Entertainment, Bars, Restaurants, Nightlife",0,"Open","Bars"
"602","83dwuGZvud3OltcGek8TqA","Abm Minimart & Deli","280 Windward Passage","Clearwater Beach","FL","33767",27.9773704,-82.817396,3.5,6,1,"Food, Beer, Wine & Spirits, Delis, Restaurants, Sandwiches",0,"Open","Bars"
"603","nuZm_f6EzuJTu3iT_b6DGw","Applebee's Grill + Bar","10911 Starkey Rd","Largo","FL","33777",27.871699,-82.761946,2,53,1,"American (Traditional), Nightlife, Bars, Burgers, Restaurants, Steakhouses, Sports Bars",0,"Open","Bars"
"604","iVGV1T4Gm7ZsJaVVyP7I2g","Try Wine","1 Beach Dr SE, Ste 101","Saint Petersburg","FL","33701",27.77101,-82.6337,4.5,76,1,"Bars, Beer, Wine & Spirits, Wine Bars, Wine Tasting Room, Food, Tapas/Small Plates, Nightlife, Wineries, Arts & Entertainment, Restaurants, Desserts",0,"Open","Bars"
"605","br6Cc1K0_otT9bc_b3mPdA","Hattricks","107 S Franklin St","Tampa","FL","33602",27.9448659,-82.4569758,4,650,1,"Bars, American (Traditional), Nightlife, Sports Bars, Restaurants, Chicken Wings",0,"Open","Bars"
"606","Mgcgy5ZCZvwzggV5xausug","Lee's Grocery","2210 N Central Ave","Tampa","FL","33602",27.9646764,-82.4554675,4.5,203,1,"Beer Gardens, Food, Restaurants, Nightlife, Beer Bar, Pizza, Bars, Grocery",0,"Open","Bars"
"607","W6zkRMIoF49IlBbh5R8BeA","London Pub","2471 N McMullen Booth Rd, Ste 8","Clearwater","FL","33759",28.0115774,-82.7117988,4.5,7,0,"Desserts, Nightlife, Bars, British, Restaurants, Food, Pubs, Burgers",0,"Close","Bars"
"608","Dkd-YyNmNwVs8PzmEaTIXQ","Arirang Korean Restaurant","5232 S Macdill Ave","Tampa","FL","33611",27.8876870663,-82.4936830117,4.5,296,0,"Vegetarian, Beer, Wine & Spirits, Food, Restaurants, Korean",0,"Close","Bars"
"609","o_H3gHAP0qw9x-UIoWRcvA","The Vine","17667 N Dale Mabry Hwy","Lutz","FL","33548",28.1229258,-82.5023196,3.5,54,0,"Modern European, Tapas Bars, Beer, Wine & Spirits, Food, Restaurants, American (New)",0,"Close","Bars"
"610","mjP_CS3XMfeJx7ENRlZ4VQ","Basque","28910 US 19 N","Clearwater","FL","33761",28.0350330004,-82.7386219913,4.5,12,0,"Mediterranean, Nightlife, Restaurants, Lounges, Bars",0,"Close","Bars"
"611","QvB0NRTGDplwnfPZGq8chw","The VIP Mexican Restaurant & Lounge","10625 Gulf Blvd","Treasure Island","FL","33706",27.7685372,-82.7686638,4,686,1,"American (New), Restaurants, Mexican, New Mexican Cuisine, Bars, Nightlife, Lounges",0,"Open","Bars"
"612","gwv2CZD0PqQXB2U6gYmnZg","The Joint St. Pete","7630 34th Ave N","Saint Petersburg","FL","33710",27.8023925,-82.7443439,4,82,1,"Bars, Sports Bars, Restaurants, Burgers, Dive Bars, Nightlife",0,"Open","Bars"
"613","VblfPP6EwV70ldrztBHA1A","Detroit Coney Island","32922 US Hwy 19","Palm harbor","FL","34684",28.0717837999,-82.7398118221,4.5,246,1,"Restaurants, American (Traditional), Polish, Hot Dogs, Food, Breakfast & Brunch, Beer, Wine & Spirits, Burgers, Comfort Food, Fast Food",0,"Open","Bars"
"614","ejkdLO7VtD9AgFaey7MMuA","Irish 31","1611 W Swann Ave","Tampa","FL","33606",27.9374579,-82.4764541,4,200,1,"Lounges, Restaurants, Sports Bars, Nightlife, Irish, Pubs, Bars",0,"Open","Bars"
"615","841XcQ5w_-8hCZGWRxK7ng","Kahuna's Bar And Grill","10515 Gandy Blvd N","Saint Petersburg","FL","33702",27.8670147,-82.6285708,3.5,68,1,"Burgers, Sports Bars, Mexican, Nightlife, Restaurants, Bars",0,"Open","Bars"
"616","vHNRMU-lJNYSmsm3AcfAKQ","Big Storm Brewery - Odessa","2330 Success Dr","Odessa","FL","34655",28.192732,-82.625587,4.5,84,1,"Bars, Nightlife, Beer Bar, Restaurants, Breweries, Food",0,"Open","Bars"
"617","-vw5_lpIfc1hGyMn8gIYFg","Hooters","192 Johns Pass Boardwalk W","Madeira Beach","FL","33708",27.784572,-82.78232,2.5,129,1,"Sports Bars, Chicken Wings, Sandwiches, Restaurants, Burgers, Bars, American (Traditional), Nightlife",0,"Open","Bars"
"618","BVOSoHRijnDTgxdgzrCFrw","Duke's Brewhouse","2212 James L Redman Pkwy","Plant City","FL","33563",27.991858,-82.121474,3,68,1,"Nightlife, Sports Bars, Restaurants, American (Traditional), Pubs, Bars, Chicken Wings",0,"Open","Bars"
"619","_PJRuNpXHmPCv9eGXA3sxg","Applebee's Grill + Bar","10606 Sheldon Rd","Tampa","FL","33626",28.045449,-82.5833856,2.5,86,1,"American (Traditional), Sports Bars, Restaurants, Burgers, Bars, Nightlife, Steakhouses",0,"Open","Bars"
"620","RKoOl8BbYHbki6Fn5FjViw","Eats American Grill","6264 Winthrop Town Centre Blvd","Riverview","FL","33578",27.891973,-82.317132,3.5,277,0,"Bars, Nightlife, American (Traditional), Burgers, Beer Bar, Restaurants",0,"Close","Bars"
"621","lZYkrOraznTV4AM06wbdJw","The Talking Pint","13418 Boyette Rd","Riverview","FL","33569",27.8520758,-82.2688105,4,49,1,"Sandwiches, Lounges, Bars, Vegetarian, Soup, Burgers, Nightlife, Restaurants, American (New), Comfort Food",0,"Open","Bars"
"622","SIoVSdki1MxUlsLKECexzg","The Sports Bar & Grill","1160 94th Ave N","Saint Petersburg","FL","33702",27.8568591,-82.6502432,2,13,1,"Nightlife, American (Traditional), Sports Bars, Bars, Restaurants",0,"Open","Bars"
"623","ihxXIksbCZ9fTirbFQF0NQ","Italy Bottega","1045 Central Ave","Saint Petersburg","FL","33705",27.7712848366,-82.6492937,4.5,67,1,"Wine Bars, Specialty Food, Italian, Bars, Restaurants, Nightlife, Beer Bar, Food, Desserts, Delis",0,"Open","Bars"
"624","TIp9kHzG9bbjwI4bIHffUg","Mise En Place","442 W Kennedy Blvd, Ste 110","Tampa","FL","33606",27.9446797287,-82.465137038,4,402,1,"Event Planning & Services, Restaurants, Venues & Event Spaces, Nightlife, Wine Bars, Caterers, American (New), Bars",0,"Open","Bars"
"625","09eFzvizdEQlEBvitKMhmg","Park Square Cellar","16132 Churchview Dr","Lithia","FL","33547",27.842201,-82.215455,3.5,35,0,"Barbeque, Wine Bars, Nightlife, Restaurants, American (Traditional), Bars, Burgers, Food, Beer, Wine & Spirits",0,"Close","Bars"
"626","C3RFTpNj8_4Yz9gtmGeH5Q","Old Castle Restaurant","3830 Sun City Center Blvd, Ste 107","Ruskin","FL","33573",27.714558,-82.374386,4,298,1,"Food, Beer, Wine & Spirits, Restaurants, German",0,"Open","Bars"
"627","4KscCdMdkfSZZOn1qQOxzA","Glory Days Grill","14457 N Dale Mabry Hwy","Tampa","FL","33618",28.0799906,-82.5060255,3.5,126,1,"American (Traditional), Nightlife, Chicken Wings, Sports Bars, Restaurants, Bars",0,"Open","Bars"
"628","kHY1IBbZdQ7pZd2CWnRwOA","Back Bar","150 Fountain Pkwy N","Saint Petersburg","FL","33716",27.8928235314,-82.660624309,3.5,31,1,"Restaurants, Nightlife, Local Flavor, Sports Bars, Lounges, Pubs, Bars",0,"Open","Bars"
"629","GaPfbQ8IOQVd4CRdM7920Q","Mugs N Jugs","2480 E Bay Dr","Largo","FL","33771",27.91839,-82.76077,3,111,0,"Restaurants, Chicken Wings, American (Traditional), Sports Bars, Nightlife, Bars",0,"Close","Bars"
"630","bR3TcTiLN5UzQA7zvPu0vQ","Mother's","12227 W Linebaugh Ave","Tampa","FL","33626",28.0568415,-82.6263098,4,306,1,"American (Traditional), Sports Bars, Restaurants, Bars, Nightlife",0,"Open","Bars"
"631","unjm4rIGc-ZzRxdzEPnc1g","Ruth's Chris Steak House","1700 N Westshore Blvd","Tampa","FL","33607",27.9573809395,-82.5247961283,3.5,362,1,"American (Traditional), Restaurants, Bars, Steakhouses, Wine Bars, Seafood, Nightlife",0,"Open","Bars"
"632","EDfkqokyBOmoyUMyD4o1bg","Sly Bar","2061 Central Ave","Saint Petersburg","FL","33713",27.7710804,-82.6613086,4.5,33,0,"Arts & Entertainment, Music Venues, American (Traditional), Pubs, Sandwiches, Nightlife, Restaurants, Bars",0,"Close","Bars"
"633","kaQ-ReAmU-xO2XnQsMFwRg","Doc B's Restaurant + Bar","2223 N Westshore Blvd, Ste B 206","Tampa","FL","33607",27.9659729731,-82.5206306434,4,480,1,"Sandwiches, Restaurants, American (New), Salad, Bars, American (Traditional), Burgers, Cocktail Bars, Nightlife, Beer Bar",0,"Open","Bars"
"634","59-56qbtgwGigLNNsZiVZQ","Snapper's Sea Grill","5895 Gulf Blvd","St. Pete Beach","FL","33706",27.7321616,-82.7444168,4.5,1388,1,"Restaurants, Steakhouses, Wine Bars, Bars, Seafood, Nightlife",1,"Open","Bars"
"635","qMxrl-fYrQarnDdyyEi8Vg","Plaza Mexico Restaurant Bar & Grill","34726 US Hwy 19 N","Palm Harbor","FL","34684",28.088173,-82.740208,4,63,1,"Beer Bar, Bars, Nightlife, Restaurants, New Mexican Cuisine, Mexican, Cocktail Bars",0,"Open","Bars"
"636","FMXhqfz_fvrpq0NIHmZs4g","Soul Sicilian Fusion","516 Cleveland St","Clearwater","FL","33755",27.965822,-82.799309,4.5,49,1,"Event Planning & Services, Nightlife, Pizza, Italian, Bars, Venues & Event Spaces, Wine Bars, Restaurants",0,"Open","Bars"
"637","W2lUpe5OhvgdMvmWlis3yQ","The Tavern at Bayboro","120 6th Ave S","Saint Petersburg","FL","33701",27.7642182,-82.6342256,4.5,62,1,"Delis, Food, American (Traditional), Venues & Event Spaces, Bars, Pubs, Restaurants, Nightlife, Beer, Wine & Spirits, Event Planning & Services",0,"Open","Bars"
"638","gMKpJv1K8cmFPlSzROrMDA","Beef 'O' Brady's","812 W Martin Luther King Blvd","Seffner","FL","33584",27.9815519256,-82.2886819392,2.5,28,1,"Nightlife, Sports Bars, American (Traditional), Restaurants, Fast Food, Bars, Pubs, American (New)",0,"Open","Bars"
"639","FXsu9JqnLl2D0wqeQP4QKw","Glory Days Grill","17508 Dona Michelle Dr","Tampa","FL","33647",28.126583,-82.3706739,3.5,229,1,"Bars, Nightlife, American (New), Restaurants, Sports Bars",0,"Open","Bars"
"640","5Y4HAjtn0c0TY0aX4XME6w","WingHouse Bar & Grill","34900 US Hwy 19","Palm Harbor","FL","34684",28.0891002,-82.7401487,3,105,1,"American (New), Restaurants, Sports Bars, Chicken Wings, Bars, Nightlife",0,"Open","Bars"
"641","YQBfVmfg-zGnUBIMM2RAPA","Tom's Tavern","3895 Northdale Blvd","Tampa","FL","33624",28.0946458,-82.5063638,2.5,6,1,"Nightlife, American (Traditional), Restaurants, Bars, Pubs",0,"Open","Bars"
"642","RXr_he4lSOueM1R1FztGRQ","Longbar Pub & Grill","4701 Normandy Dr","Tampa","FL","33615",27.986849,-82.570528,4,50,1,"Pubs, Food, Bars, Restaurants, American (Traditional), Nightlife, Sports Bars, Dive Bars",0,"Open","Bars"
"643","4b-MVAlDNrVP0Pj9ltRy6Q","Nolan's Pub","230 Main St","Safety Harbor","FL","34695",27.9906594,-82.6895896,4.5,35,1,"Pubs, Irish Pub, Amateur Sports Teams, Sports Bars, Nightlife, Active Life, Restaurants, Bars, Gastropubs",0,"Open","Bars"
"644","5H5mKgROIfmYKHjFMCePCA","Olive Garden Italian Restaurant","17011 Palm Pointe Dr","Tampa","FL","33647",28.1175153863,-82.3811350999,3.5,115,1,"Restaurants, Wine Bars, Salad, Nightlife, Italian, Bars, Soup",0,"Open","Bars"
"645","SdlyyoVjv7XsAB5Gz9_Ilg","Beef 'O' Brady's","205 Apollo Beach Blvd","Apollo Beach","FL","33572",27.770455,-82.393574,2.5,49,1,"Sports Bars, American (Traditional), Restaurants, Bars, Nightlife, Pubs",0,"Open","Bars"
"646","YqgX6DHsg097nstJl_cCjQ","Georgie's Alibi","3100 3rd Ave N","Saint Petersburg","FL","33713",27.7745155,-82.6754958,3.5,48,0,"Dance Clubs, Cafes, Bars, Nightlife, Restaurants, Sports Bars, American (Traditional), Gastropubs, Burgers",1,"Close","Bars"
"647","2iCZNSHDGBxs_fMzb9aYjA","Ricky's Apollo Beach","6520 N US Hwy 41","Apollo Beach","FL","33572",27.7715302,-82.3904458,3.5,52,1,"American (Traditional), Restaurants, American (New), Nightlife, Breakfast & Brunch, Bars, Sports Bars",0,"Open","Bars"
"648","cml-Rgal21NkTbQUPJ4TIQ","TGI Fridays","2190 Tyrone Blvd N","St Petersburg","FL","33710",27.7905267,-82.7268149,2.5,92,0,"Restaurants, Bars, Nightlife, Sports Bars, American (Traditional), Pubs",0,"Close","Bars"
"649","L5LLN0RafiV1Z9cddzvuCw","Ulele","1810 N Highland Ave","Tampa","FL","33602",27.9601605512,-82.4625296518,4,3064,1,"Breweries, Food, American (New), Beer, Wine & Spirits, Restaurants, Seafood",0,"Open","Bars"
"650","fzYu9Rh-oqlg95QzkbIO0A","Taps Restaurant Bar & Lounge","777 North Ashley Dr","Tampa","FL","33602",27.9501068,-82.4602853,3.5,334,1,"Food, American (New), Tapas/Small Plates, Mexican, Wine Bars, Restaurants, Gastropubs, Nightlife, Bars, Beer, Wine & Spirits, Tacos, Sandwiches, Cocktail Bars",0,"Open","Bars"
"651","2FIMMCgpJyxRa3mVmFYn3A","Franklin Manor","912 N Franklin St","Tampa","FL","33602",27.9517692,-82.4600275,3.5,200,0,"Nightlife, Restaurants, Cocktail Bars, Event Planning & Services, Bars, Gastropubs, Venues & Event Spaces, Lounges, Music Venues, Social Clubs, Arts & Entertainment, Beer Bar",0,"Close","Bars"
"652","h6v5Tgs6Wa97_XoureEkGw","Olive Garden Italian Restaurant","2602 W Brandon Blvd","Brandon","FL","33511",27.940554,-82.324647,3,168,1,"Italian, Bars, Soup, Wine Bars, Salad, Restaurants, Nightlife",0,"Open","Bars"
"653","b4f0wK1gqvNHy4x-ASlalg","Beef 'O' Brady's","1660 Bruce B Downs Blvd","Wesley Chapel","FL","33544",28.182389,-82.352885,2.5,46,1,"Pubs, Nightlife, Bars, Sandwiches, American (New), Restaurants, American (Traditional), Sports Bars",0,"Open","Bars"
"654","E7PBGs3fiZGyjcriapKcfQ","Capt'n Jack's Waterfront Grille","21 Oscar Hill Rd","Tarpon Springs","FL","34689",28.158699,-82.757422,3.5,286,1,"Seafood, Nightlife, Restaurants, American (Traditional), Bars, Sports Bars",0,"Open","Bars"
